transaction_date,transaction_barcode,warehouse_name,item_number,description,description2,combined_description,item_unit_price
2024-07-21,21133400700232407211056,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-07-21,21133400700232407211056,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-07-21,21133400700232407211056,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-07-21,21133400700232407211056,BAYONNE,333300,/1391546,,,0.0
2024-07-21,21133400700232407211056,BAYONNE,331100,POTATOES,2.27 KG / 5 LB,POTATOES 2.27 KG / 5 LB,8.29
2024-07-21,21133400700232407211056,BAYONNE,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2024-07-21,21133400700232407211056,BAYONNE,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2024-07-21,21133400700232407211056,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-07-21,21133400700232407211056,BAYONNE,47266,ORG BS THIGH,FRESH SADDLEPACK,ORG BS THIGH FRESH SADDLEPACK,5.99
2024-07-21,21133400700232407211056,BAYONNE,5001,WHITE PEACH,1.81 KG / 4 LB,WHITE PEACH 1.81 KG / 4 LB,8.99
2024-07-21,21133400700232407211056,BAYONNE,6659,4LB HONYCRSP,,,8.99
2024-07-21,21133400700232407211056,BAYONNE,1593426,KOSHER SALT,P540 T9H5,KOSHER SALT P540 T9H5,2.89
2024-07-21,21133400700232407211056,BAYONNE,1457557,KS BAGEL SEA,C20 LYR180,KS BAGEL SEA C20 LYR180,6.79
2024-07-21,21133400700232407211056,BAYONNE,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,6.49
2024-07-13,21133400900892407131135,BAYONNE,71003,KS IT EVOO,SL540 P240,KS IT EVOO SL540 P240,24.99
2024-07-13,21133400900892407131135,BAYONNE,1827786,CHPTLE RANCH,CHOP SALAD KIT,CHPTLE RANCH CHOP SALAD KIT,7.99
2024-07-13,21133400900892407131135,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-07-13,21133400900892407131135,BAYONNE,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.49
2024-07-13,21133400900892407131135,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-07-13,21133400900892407131135,BAYONNE,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-07-13,21133400900892407131135,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,9.74
2024-07-13,21133400900892407131135,BAYONNE,1701960,FLORAL ARRNG,LARGE VASE,FLORAL ARRNG LARGE VASE,24.99
2024-07-13,21133400900892407131135,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-07-13,21133400900892407131135,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-07-13,21133400900892407131135,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-07-13,21133400900892407131135,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2024-07-13,21133400900892407131135,BAYONNE,53747,2LB RAINIER,,,9.99
2024-07-13,21133400900892407131135,BAYONNE,36886,ORGANIC GT,,,19.99
2025-03-09,21133400902242503091312,BAYONNE,842994,ORG MANGOS,,,7.99
2025-03-09,21133400902242503091312,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-03-09,21133400902242503091312,BAYONNE,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-03-09,21133400902242503091312,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-03-09,21133400902242503091312,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2025-03-09,21133400902242503091312,BAYONNE,7445,10LB BAKERS,4.5KG / 10 LB,10LB BAKERS 4.5KG / 10 LB,6.59
2025-03-09,21133400902242503091312,BAYONNE,6659,4LB HONYCRSP,,,9.99
2025-03-09,21133400902242503091312,BAYONNE,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,7.99
2025-03-09,21133400902242503091312,BAYONNE,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-03-09,21133400902242503091312,BAYONNE,800182,BREAD ITALIA,SCHMIDT         SL9,BREAD ITALIA SCHMIDT         SL9,4.49
2025-03-09,21133400902242503091312,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2025-03-09,21133400902242503091312,BAYONNE,36886,ORGANIC GT,,,19.99
2025-03-09,21133400902242503091312,BAYONNE,121288,ORG BELLAS,,,5.89
2025-03-09,21133400902242503091312,BAYONNE,1883227,LEGO SPEED,P304 FY25,LEGO SPEED P304 FY25,21.99
2025-03-09,21133400902242503091312,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-03-09,21133400902242503091312,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2025-03-09,21133400902242503091312,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2023-06-03,21133420300542306031111,BAYONNE,1548648,FREEZIES,DEEBEES C12T5H5 P300,FREEZIES DEEBEES C12T5H5 P300,9.99
2023-06-03,21133420300542306031111,BAYONNE,302490,/1548648,,,0.0
2023-06-03,21133420300542306031111,BAYONNE,1489206,PRINGLES VTY,36/1.36OZ P56 SL450 T14H4,PRINGLES VTY 36/1.36OZ P56 SL450 T14H4,23.99
2023-06-03,21133420300542306031111,BAYONNE,39595,SPECIAL CHOC,CHOCOLATE CAKE,SPECIAL CHOC CHOCOLATE CAKE,24.99
2023-06-03,21133420300542306031111,BAYONNE,1013100,GLDFSH 45CT,SL140     P90,GLDFSH 45CT SL140     P90,12.99
2023-03-13,21133400800542303131236,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-03-13,21133400800542303131236,BAYONNE,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",5.39
2023-03-13,21133400800542303131236,BAYONNE,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,8.29
2023-03-13,21133400800542303131236,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-03-13,21133400800542303131236,BAYONNE,1708103,STRAWCHERIOS,GM T30H4 P120,STRAWCHERIOS GM T30H4 P120,8.99
2023-03-13,21133400800542303131236,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-13,21133400800542303131236,BAYONNE,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,10.99
2023-03-13,21133400800542303131236,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-03-13,21133400800542303131236,BAYONNE,1029407,KS CF XL EGG,2 DOZEN EGGS         SL21,KS CF XL EGG 2 DOZEN EGGS         SL21,5.99
2023-03-13,21133400800542303131236,BAYONNE,1716914,GRLLD CHCKN,CS10 T6H8 SL75,GRLLD CHCKN CS10 T6H8 SL75,9.69
2023-03-13,21133400800542303131236,BAYONNE,1453711,MISORAMEN8PK,T30H5  P150  SL150,MISORAMEN8PK T30H5  P150  SL150,9.99
2023-03-13,21133400800542303131236,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-03-13,21133400800542303131236,BAYONNE,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,8.99
2023-03-13,21133400800542303131236,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,14.99
2023-03-13,21133400800542303131236,BAYONNE,1707534,FETA DIP,12/16 OZ 16T6H SL35,FETA DIP 12/16 OZ 16T6H SL35,7.49
2023-03-13,21133400800542303131236,BAYONNE,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.99
2023-03-13,21133400800542303131236,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-03-13,21133400800542303131236,BAYONNE,33845,FRYER THIGHS,,,1.49
2023-03-13,21133400800542303131236,BAYONNE,1461056,BABY CUKE,,,5.99
2024-07-26,21133400901182407261213,BAYONNE,938492,KS KETTLE,PINK SALT P120 T40H3,KS KETTLE PINK SALT P120 T40H3,5.99
2024-07-26,21133400901182407261213,BAYONNE,384732,KS PURE SALT,850G,KS PURE SALT 850G,3.39
2024-07-26,21133400901182407261213,BAYONNE,6659,4LB HONYCRSP,,,8.99
2024-07-26,21133400901182407261213,BAYONNE,1073076,CANDY GRAPES,3LB CLAMSHELL,CANDY GRAPES 3LB CLAMSHELL,8.99
2025-03-01,21133401102052503011210,BAYONNE,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,30.89
2025-03-01,21133401102052503011210,BAYONNE,349051,/ 1773119,,,0.0
2025-03-01,21133401102052503011210,BAYONNE,1710454,KEW MAYO,T10H5  SL 270  P800,KEW MAYO T10H5  SL 270  P800,6.49
2025-03-01,21133401102052503011210,BAYONNE,1172471,IRISH BUTTER,C15 T9H5 P675  SL90,IRISH BUTTER C15 T9H5 P675  SL90,15.49
2025-03-01,21133401102052503011210,BAYONNE,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-03-01,21133401102052503011210,BAYONNE,1263833,D&W ORG TURK,C=14 4T11H SL=35,D&W ORG TURK C=14 4T11H SL=35,18.99
2025-03-01,21133401102052503011210,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,9.99
2025-03-01,21133401102052503011210,BAYONNE,1485523,KS ORG FLOUR,2/10 LB P112,KS ORG FLOUR 2/10 LB P112,17.49
2025-03-01,21133401102052503011210,BAYONNE,1489812,PUMA SOCK,FY24           P288 HP144,PUMA SOCK FY24           P288 HP144,14.79
2025-03-01,21133401102052503011210,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-03-01,21133401102052503011210,BAYONNE,6659,4LB HONYCRSP,,,9.99
2025-03-01,21133401102052503011210,BAYONNE,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,21.49
2025-03-01,21133401102052503011210,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2025-03-01,21133401102052503011210,BAYONNE,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.59
2025-03-01,21133401102052503011210,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,13.59
2025-03-01,21133401102052503011210,BAYONNE,1266378,CC TUSCAN,INFUSED KETTLE CHIPS 25OZ,CC TUSCAN INFUSED KETTLE CHIPS 25OZ,7.99
2025-03-01,21133401102052503011210,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-03-01,21133401102052503011210,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,12.99
2025-03-01,21133401102052503011210,BAYONNE,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-03-01,21133401102052503011210,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-03-01,21133401102052503011210,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-03-01,21133401102052503011210,BAYONNE,1778835,HK TBRUSHY,P360,HK TBRUSHY P360,9.99
2025-03-01,21133401102052503011210,BAYONNE,1540707,ORANGE GUAVA,NECTAR 128OZ SL243,ORANGE GUAVA NECTAR 128OZ SL243,5.99
2025-03-01,21133401102052503011210,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2023-06-19,21133400600192306191050,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-06-19,21133400600192306191050,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-06-19,21133400600192306191050,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-06-19,21133400600192306191050,BAYONNE,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,6.89
2023-06-19,21133400600192306191050,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-06-19,21133400600192306191050,BAYONNE,28251,ORZO PASTA,PASTA SALAD,ORZO PASTA PASTA SALAD,6.49
2023-06-19,21133400600192306191050,BAYONNE,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-06-19,21133400600192306191050,BAYONNE,305692,/ 260509,,,0.0
2023-06-19,21133400600192306191050,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-06-19,21133400600192306191050,BAYONNE,4165758,KS COLD BREW,12X325ML P196,KS COLD BREW 12X325ML P196,14.99
2023-06-19,21133400600192306191050,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,7.49
2023-06-19,21133400600192306191050,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-06-19,21133400600192306191050,BAYONNE,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2023-06-19,21133400600192306191050,BAYONNE,568915,ORG CUCUMBER,,,5.99
2023-06-19,21133400600192306191050,BAYONNE,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,12.99
2023-06-19,21133400600192306191050,BAYONNE,1634440,MIX BOUQUET,,,16.99
2023-06-19,21133400600192306191050,BAYONNE,30205,SALMON,FILLET FARM RAISED,SALMON FILLET FARM RAISED,10.99
2023-06-19,21133400600192306191050,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-06-19,21133400600192306191050,BAYONNE,938492,KS KETTLE,HMLYN SLT P120 T40H3,KS KETTLE HMLYN SLT P120 T40H3,6.29
2023-06-19,21133400600192306191050,BAYONNE,21020,VINE TOMATO,,,6.99
2023-06-19,21133400600192306191050,BAYONNE,1434832,CANDY GRAPE,ORG RED CANDY SNAP GRAPE,CANDY GRAPE ORG RED CANDY SNAP GRAPE,9.99
2024-06-09,21133400701532406091357,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-06-09,21133400701532406091357,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-06-09,21133400701532406091357,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-06-09,21133400701532406091357,BAYONNE,1433291,OLDTRP JRKY,JERKY T5H4 P400 SL540,OLDTRP JRKY JERKY T5H4 P400 SL540,16.59
2024-06-09,21133400701532406091357,BAYONNE,568915,ORG CUCUMBER,,,6.99
2024-06-09,21133400701532406091357,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,9.74
2024-06-09,21133400701532406091357,BAYONNE,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.79
2024-06-09,21133400701532406091357,BAYONNE,327588,/1060788,,,0.0
2024-06-09,21133400701532406091357,BAYONNE,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-06-09,21133400701532406091357,BAYONNE,1604655,BK: DK BOX,VARIOUS/DK/JUVY,BK: DK BOX VARIOUS/DK/JUVY,20.99
2024-06-09,21133400701532406091357,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.49
2024-06-09,21133400701532406091357,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.99
2024-06-09,21133400701532406091357,BAYONNE,6652,VIDALIA ONIO,2.27 KG / 5 LBS,VIDALIA ONIO 2.27 KG / 5 LBS,5.99
2024-06-09,21133400701532406091357,BAYONNE,6021,PREM. PLUMS,907 G / 3 LB,PREM. PLUMS 907 G / 3 LB,6.99
2024-06-09,21133400701532406091357,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2024-06-09,21133400701532406091357,BAYONNE,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2024-06-09,21133400701532406091357,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-06-09,21133400701532406091357,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-06-09,21133400701532406091357,BAYONNE,1834822,BK:BINDUPS,U4 RANDOM/,BK:BINDUPS U4 RANDOM/,7.49
2024-06-09,21133400701532406091357,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-06-09,21133400701532406091357,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,8.99
2024-06-09,21133400701532406091357,BAYONNE,1619921,SPINDRIFT,LIME/GFRUIT/LEMN P70,SPINDRIFT LIME/GFRUIT/LEMN P70,18.89
2024-06-09,21133400701532406091357,BAYONNE,327385,/1619921,,,0.0
2024-06-09,21133400701532406091357,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-06-09,21133400701532406091357,BAYONNE,25107,GRLCPEPWINGS,PARTY WINGS,GRLCPEPWINGS PARTY WINGS,3.99
2024-06-09,21133400701532406091357,BAYONNE,1199652,BUTER CROISS,,,5.99
2024-06-09,21133400701532406091357,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2023-12-31,21133400901852312311137,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2023-12-31,21133400901852312311137,BAYONNE,568915,ORG CUCUMBER,,,3.99
2023-12-31,21133400901852312311137,BAYONNE,1016215,SHARPCHEDDAR,15OZ P126 SL150DAYS,SHARPCHEDDAR 15OZ P126 SL150DAYS,7.59
2023-12-31,21133400901852312311137,BAYONNE,320105,/1016215,,,0.0
2023-12-31,21133400901852312311137,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-12-31,21133400901852312311137,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-12-31,21133400901852312311137,BAYONNE,6659,4LB HONYCRSP,,,5.99
2023-12-31,21133400901852312311137,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-12-31,21133400901852312311137,BAYONNE,21046,TOMATO MEDLE,,,5.99
2023-12-31,21133400901852312311137,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2023-12-31,21133400901852312311137,BAYONNE,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,5.99
2023-12-31,21133400901852312311137,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-12-31,21133400901852312311137,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2023-12-31,21133400901852312311137,BAYONNE,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.99
2023-12-31,21133400901852312311137,BAYONNE,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2023-12-31,21133400901852312311137,BAYONNE,319112,/1773119,,,0.0
2023-12-31,21133400901852312311137,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-12-31,21133400901852312311137,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-31,21133400901852312311137,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2023-12-31,21133400901852312311137,BAYONNE,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,10.49
2024-12-07,21133400800052412071006,BAYONNE,1448382,CAKE-VANILLA,VANILLA CHEESECAKE MOUSSE,CAKE-VANILLA VANILLA CHEESECAKE MOUSSE,15.99
2024-12-07,21133400800052412071006,BAYONNE,1221092,ARTISAN ROLL,12 COUNT,ARTISAN ROLL 12 COUNT,5.99
2024-12-07,21133400800052412071006,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,8.99
2024-12-07,21133400800052412071006,BAYONNE,1026583,SKINNYPOP 28,T8H7 P56 SL110,SKINNYPOP 28 T8H7 P56 SL110,13.99
2024-12-07,21133400800052412071006,BAYONNE,1162288,KS ORG EVOO,EV OLIVE OIL 1L SL340P672,KS ORG EVOO EV OLIVE OIL 1L SL340P672,17.69
2024-12-07,21133400800052412071006,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,14.99
2024-12-07,21133400800052412071006,BAYONNE,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,5.99
2024-12-07,21133400800052412071006,BAYONNE,3806,4LB SNPDRGON,,,5.99
2024-12-07,21133400800052412071006,BAYONNE,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.99
2024-12-07,21133400800052412071006,BAYONNE,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2024-12-07,21133400800052412071006,BAYONNE,7907,HONEYNUTSQSH,,,5.99
2024-12-07,21133400800052412071006,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-12-07,21133400800052412071006,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-06-29,21133412300342506291144,BAYONNE,1883227,LEGO SPEED,P304 FY25,LEGO SPEED P304 FY25,21.99
2025-06-29,21133412300342506291144,BAYONNE,1886106,ORALB FLOSS,6PK P540,ORALB FLOSS 6PK P540,14.99
2025-06-29,21133412300342506291144,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.49
2024-04-06,21133400401732404061437,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-04-06,21133400401732404061437,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-04-06,21133400401732404061437,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-04-06,21133400401732404061437,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.99
2024-04-06,21133400401732404061437,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-04-06,21133400401732404061437,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2024-04-06,21133400401732404061437,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-04-06,21133400401732404061437,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-06,21133400401732404061437,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2024-04-06,21133400401732404061437,BAYONNE,326357,/ 106173,,,0.0
2024-04-06,21133400401732404061437,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-06,21133400401732404061437,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-04-06,21133400401732404061437,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-04-06,21133400401732404061437,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-04-06,21133400401732404061437,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-04-06,21133400401732404061437,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-04-06,21133400401732404061437,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2023-09-05,21133400803182309051510,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-09-05,21133400803182309051510,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2023-09-05,21133400803182309051510,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-09-05,21133400803182309051510,BAYONNE,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,11.99
2023-09-05,21133400803182309051510,BAYONNE,21046,TOMATO MEDLE,,,6.59
2023-09-05,21133400803182309051510,BAYONNE,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,5.99
2023-09-05,21133400803182309051510,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-09-05,21133400803182309051510,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.49
2023-09-05,21133400803182309051510,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-09-05,21133400803182309051510,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-09-05,21133400803182309051510,BAYONNE,428409,GLD STR REN,SYSTEM USE ONLY,GLD STR REN SYSTEM USE ONLY,99.99
2023-09-05,21133400803182309051510,BAYONNE,180973,SARDINESNOIL,SKINLESS BESS SL1095 P432,SARDINESNOIL SKINLESS BESS SL1095 P432,10.99
